DataType,StageID,TalkID,GroupID,ID,FriendID,TalkId,SendTime,Message,
Message,0,1,J,2,2,1,,もういい。自分で調べる,
Message,0,1,J,3,2,1,,あなたに聞いたのが間違いだった,
Message,0,1,K,0,2,1,,今さっきいったゲームやってるんだけど,
Message,0,1,K,1,2,1,,とりあえずなに作ることを目標にしたらいいの？,
Message,0,1,L,0,2,1,,分かった。そこまでやってみる,
Message,0,1,M,0,2,1,,作ったよ,
Message,0,1,M,1,2,1,,なんか途中で『金のニンジン』とかいう意味わかんないアイテムあったけど,金のニンジン
Message,0,1,M,2,2,1,,確かに強いね,
Message,0,1,M,3,2,1,,みんなでやったらもっと面白いだろうね,
Message,0,1,M,4,2,1,,ありがとう。助かったよ,
Message,0,1,N,0,2,1,,作ったけどさ、,
Message,0,1,N,1,2,1,,これすぐ壊れるんだけど,
Message,0,1,N,2,2,1,,『ニンジン』掘ってたらすぐ壊れたし,ニンジン
Message,0,1,N,3,2,1,,もっといいものあったんじゃないの？,
Message,0,1,O,0,2,1,,そんなアイテムこのゲームにないでしょ,
Message,0,1,O,1,2,1,,なんで嘘つくわけ？,
Message,0,1,O,2,2,1,,思考の意図が分からない,
Message,0,1,P,0,0,1,,デートしませんか？,
Message,0,1,P,1,2,1,,は？あなたのデート？,
Message,0,1,P,2,2,1,,別にやりたいことないけど,
Message,0,1,P,3,2,1,,わざわざ外出たくないし,
Message,0,1,Q,0,2,1,,ゲーム？,
Message,0,1,Q,1,2,1,,まあさっきまでやってたゲーム面白かったし,
Message,0,1,Q,2,2,1,,やってみたくないわけではないけど,
Message,0,1,Q,3,2,1,,別にわざわざあなたである必要はないから,
Message,0,1,R,0,2,1,,別にそれに興味ないし,
Message,0,1,R,1,2,1,,あなたのために外に出るなんて時間がもったいない,
Message,0,1,R,2,2,1,,なので遠慮します,
Message,0,1,S,0,2,1,,何言っているの？,
Message,0,1,S,1,2,1,,真面目にやることも考えないなら行かないから,
Message,0,1,S,2,2,1,,少しは時と場合を考えたほうがいいんじゃない？,
Message,0,1,T,0,2,1,,ウォーキングならあなたは私とデートできるし,
Message,0,1,T,1,2,1,,私は体力づくりができる,
Message,0,1,T,2,2,1,,まあ悪くないんじゃない,
Message,0,1,T,3,2,1,,1分でも遅れたら許さないから,
Message,0,1,U,0,0,1,,デートしませんか？,
Message,0,1,U,1,2,1,,は？あなたのデート？,
Message,0,1,U,2,2,1,,キモいんだけど,
Message,0,1,V,0,2,1,,私と関係ない話しないでくれる？,
Message,0,1,V,1,2,1,,通知がうるさい,
Message,0,1,W,0,2,1,,今質問してるんだけど,
Message,0,1,W,1,2,1,,普通答えるのが先じゃない？,
