DataType,StageID,TalkID,GroupID,ID,FriendID,TalkId,SendTime,Message,
Message,0,3,O,4,3,3,,デ、デ、デ、、デート！？！？,
Message,0,3,O,5,3,3,,で、でも何するの？,
Message,0,3,O,6,3,3,,何かしたいことはある？,
Message,0,3,O,7,3,3,,したいこと、、？,
Message,0,3,O,8,3,3,,『料理』,MessageP SoliolityB Deck9 Question1
Message,0,3,O,9,3,3,,ゲーム,MessageW ブロック
Message,0,3,O,10,3,3,,水族館？,MessageX ブロック
Message,0,3,O,11,3,3,,とか？,
Message,0,3,P,0,0,3,,料理しよう！,
Message,0,3,P,1,3,3,,わ、分かった、、、,
Message,0,3,Q,0,3,3,,き、金のニンジン！？？,
Message,0,3,Q,1,3,3,,それって実在するの？？,
Message,0,3,Q,2,3,3,,本当ならすっごい興味ある！,
Message,0,3,Q,3,3,3,,楽しみにしてるよ！,
Message,0,3,R,0,3,3,,イイねニンジン,
Message,0,3,R,1,3,3,,いろんな料理が考えられるよ,
Message,0,3,R,2,3,3,,楽しみにしてるね,
Message,0,3,S,0,3,3,,え？それ食材なの？,
Message,0,3,S,1,3,3,,あ！わ、私の家今すごい散らかってるからおうち呼べないかも！,
Message,0,3,S,2,3,3,,ま、また今度にしよう！？ね？,
Message,0,3,T,0,3,3,,さ、先に質問に答えてくれるとうれしいな,
Message,0,3,U,0,3,3,,ご、ごめん,
Message,0,3,U,1,3,3,,僕には君の言っていることがよくわからないや、、、,
Message,1,3,V,0,3,3,,デートしない？,
Message,2,3,V,1,3,3,,デ、デ、デ、、デート！？！？,
Message,3,3,V,2,3,3,,い、いや！いきなり会うのは恥ずかしいよ、、、,
Message,4,3,V,3,3,3,,そ！それに！僕人と話すの慣れてないから！,
Message,5,3,V,4,3,3,,君に迷惑かけちゃうかもしれない,
Message,6,3,V,5,3,3,,だ！だから今回はやめておくよ！,
Message,7,3,V,6,3,3,,うん！そうしよう！,
Message,8,3,V,7,3,3,,ま、またのキカイ、、、,
Message,8,3,W,0,3,3,,水族館？,
Message,8,3,W,1,3,3,,そこ人多い、、、,
Message,8,3,W,2,3,3,,僕人多いところ苦手なの,
Message,8,3,W,3,3,3,,き、気持ちは受け取るよ！,
Message,8,3,W,4,3,3,,ま、またのキカイに、ね？,
Message,8,3,X,0,3,3,,ゲーム？,
Message,8,3,X,1,3,3,,それってデートなの？,
Message,8,3,X,2,3,3,,別に家でできるし、、,
Message,8,3,X,3,3,3,,もっとデートらしいことがあったんじゃないかな、、？,
