DataType,StageID,TalkID,GroupID,ID,FriendID,TalkId,SendTime,Message,
Message,0,0,N,0,0,0,,一緒に図書館行かない？,
Message,0,0,N,1,1,0,,図書館？ うーん、本は好きだけど……私は1人で楽しみたいタイプなの,
Message,0,0,N,2,0,0,,じゃあ君はどこに行きたいの？,
Message,0,0,N,3,1,0,,う～ん,
Message,0,0,N,4,1,0,,博物館に、美術館、旅行もいいわね、、,
Message,0,0,N,5,1,0,,でも全部1人で行きたいわ！自由に回れるもの！,
Message,0,0,N,6,1,0,,こんな話してたら、なんか急に1か月くらい海外に行きたくなってきたわ！,
Message,0,0,N,7,1,0,,お金がもったいないからいったんアプリは解約するわね,
Message,0,0,N,8,1,0,,じゃあね！楽しかったわ！,
Message,0,0,O,0,1,0,,待って！,
Message,0,0,O,1,1,0,,今素晴らしい論文を見てるからまたあとでね！,
Message,0,0,P,0,1,0,,私は今あなたに質問をしているわ！,
Message,0,0,P,1,1,0,,まずはそれを答えて頂戴！,
